movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.kind_id,=,7,t.episode_nr,<,7,t.production_year,>,2011,t.series_years,<,1012,t.phonetic_code,>,10301,mi.info_type_id,<,103,ci.nr_order,>,1,ci.role_id,>,1#2
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,217,t.kind_id,=,7,t.phonetic_code,>,5929,t.production_year,<,2008,t.episode_nr,<,10,mi.info_type_id,>,3,ci.nr_order,>,1,ci.role_id,=,2#159
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.kind_id,=,7,t.episode_nr,<,10,t.production_year,>,2000,t.series_years,<,217,t.phonetic_code,>,10301,mi.info_type_id,<,103,ci.nr_order,>,1,ci.role_id,>,1#1
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,1033,t.kind_id,=,7,t.phonetic_code,>,5929,t.production_year,<,2008,t.episode_nr,<,10,mi.info_type_id,>,3,ci.nr_order,>,1,ci.role_id,>,1#162
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,1033,t.kind_id,=,7,t.phonetic_code,>,5929,t.production_year,<,2011,t.episode_nr,<,10,mi.info_type_id,>,1,ci.nr_order,>,1,ci.role_id,>,1#185
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,1033,t.kind_id,=,7,t.phonetic_code,>,10301,t.production_year,<,2011,t.episode_nr,<,10,mi.info_type_id,>,1,ci.nr_order,>,1,ci.role_id,>,1#108
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.kind_id,=,7,t.episode_nr,<,10,t.production_year,>,2011,t.series_years,<,1012,t.phonetic_code,>,5929,mi.info_type_id,<,103,ci.nr_order,>,1,ci.role_id,>,1#2
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,217,t.kind_id,=,7,t.phonetic_code,>,10301,t.production_year,<,2008,t.episode_nr,<,10,mi.info_type_id,>,3,ci.nr_order,>,1,ci.role_id,=,2#89
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,1033,t.kind_id,=,7,t.phonetic_code,<,5929,t.production_year,<,2011,t.episode_nr,<,10,mi.info_type_id,>,1,ci.nr_order,>,1,ci.role_id,>,1#90
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,1033,t.kind_id,=,7,t.phonetic_code,<,10301,t.production_year,<,2011,t.episode_nr,<,10,mi.info_type_id,>,1,ci.nr_order,>,1,ci.role_id,>,1#167
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,1033,t.kind_id,=,7,t.phonetic_code,<,10301,t.production_year,<,2011,t.episode_nr,<,10,mi.info_type_id,>,1,ci.nr_order,>,1,ci.role_id,=,2#166
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.production_year,>,1979,t.series_years,>,286,t.phonetic_code,>,2723,t.kind_id,=,7,t.episode_nr,<,8,mi.info_type_id,<,17,ci.nr_order,=,13,ci.role_id,=,1#2
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.production_year,>,2004,t.episode_nr,<,18,t.kind_id,=,7,t.series_years,>,467,t.phonetic_code,<,8131,mi.info_type_id,<,18,ci.role_id,=,1,ci.nr_order,=,1#3
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.episode_nr,<,18,t.production_year,<,2000,t.kind_id,=,7,t.phonetic_code,>,2498,t.series_years,<,668,mi.info_type_id,=,1,ci.nr_order,=,10,ci.role_id,=,1#3
cast_info ci,movie_info mi,title t#t.id=ci.movie_id,t.id=mi.movie_id#t.production_year,<,1999,t.kind_id,=,7,t.series_years,<,526,t.phonetic_code,<,13890,t.episode_nr,<,5,ci.role_id,>,1,ci.nr_order,<,6,mi.info_type_id,>,1#46
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,591,t.kind_id,=,7,t.phonetic_code,<,16249,t.episode_nr,>,3,t.production_year,<,2011,mi.info_type_id,<,2,ci.role_id,<,2,ci.nr_order,>,4#53
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.episode_nr,<,13,t.phonetic_code,<,2511,t.kind_id,=,7,t.production_year,<,1998,t.series_years,<,978,mi.info_type_id,>,16,ci.role_id,=,1,ci.nr_order,<,9#6
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.production_year,>,1951,t.kind_id,=,7,t.phonetic_code,<,20112,t.episode_nr,<,4,t.series_years,<,272,mi.info_type_id,>,8,ci.role_id,>,1,ci.nr_order,<,8#36
cast_info ci,movie_info mi,title t#t.id=ci.movie_id,t.id=mi.movie_id#t.production_year,>,1978,t.kind_id,=,7,t.phonetic_code,<,13089,t.series_years,<,1039,t.episode_nr,=,3,ci.role_id,=,2,ci.nr_order,=,22,mi.info_type_id,>,2#4
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,816,t.episode_nr,>,2,t.kind_id,=,7,t.production_year,<,2010,t.phonetic_code,<,10615,mi.info_type_id,<,16,ci.role_id,=,1,ci.nr_order,=,9#5
movie_info mi,cast_info ci,title t#t.id=mi.movie_id,t.id=ci.movie_id#t.series_years,<,392,t.production_year,=,2012,t.episode_nr,>,1,t.kind_id,=,7,t.phonetic_code,>,9593,mi.info_type_id,>,7,ci.nr_order,>,3,ci.role_id,<,2#41
cast_info ci,movie_info mi,title t#t.id=ci.movie_id,t.id=mi.movie_id#t.kind_id,=,7,t.production_year,>,2002,t.series_years,>,138,t.phonetic_code,>,9591,t.episode_nr,<,38,ci.nr_order,=,14,ci.role_id,=,1,mi.info_type_id,<,18#2
cast_info ci,movie_info mi,title t#t.id=ci.movie_id,t.id=mi.movie_id#t.production_year,<,2000,t.series_years,<,113,t.phonetic_code,>,11790,t.kind_id,=,7,t.episode_nr,<,25,ci.nr_order,=,31,ci.role_id,=,2,mi.info_type_id,<,5#3
